rank,youtuber,subscribers,video_views,video_count,category,started,views_per_video,subs_to_views_ratio,channel_age,subs_per_video,engagement_score,year
146,T-Series Apna Punjab,36700000.0,23738047158.0,8550.0,Music,1970-01-01 00:00:00.000002011,2776379.7845614036,0.0015460412457573062,13,4292.397660818713,646.8132740599455,1970
147,KAROL G,36500000.0,24126232593.0,161.0,Music,1970-01-01 00:00:00.000002013,149852376.35403726,0.0015128760721054364,11,226708.07453416148,660.992673780822,1970
148,Enaldinho,36400000.0,15755538542.0,4330.0,Comedy,1970-01-01 00:00:00.000002012,3638692.503926097,0.002310298686583607,12,8406.466512702078,432.84446543956045,1970
149,Junya.????,36400000.0,21951036959.0,8343.0,Entertainment,1970-01-01 00:00:00.000002020,2631072.391106317,0.0016582360126306413,4,4362.938990770706,603.0504659065934,1970
150,Heroindori,36300000.0,13089545100.0,662.0,Comedy,1970-01-01 00:00:00.000002020,19772726.73716012,0.0027732056173594604,4,54833.83685800604,360.5935289256198,1970
151,Rajshri,36300000.0,16642089302.0,4412.0,Music,1970-01-01 00:00:00.000002006,3772005.7348141433,0.0021812165132197416,18,8227.561196736175,458.45976038567494,1970
152,Zee News,36200000.0,21616119900.0,176845.0,News & Politics,1970-01-01 00:00:00.000002007,122232.01051768498,0.0016746761290864231,17,204.69903022420763,597.1303839779006,1970
153,News,36100000.0,0.0,0.0,,1970-01-01 00:00:00.000002013,0.0,36100000.0,11,36100000.0,0.0,1970
154,Galinha Pintadinha,36000000.0,32404387400.0,65.0,Film & Animation,1970-01-01 00:00:00.000002006,498529036.9230769,0.001110960671949009,18,553846.1538461539,900.1218722222222,1970
155,CVS 3D Rhymes & Kids Songs,35900000.0,21931716421.0,338.0,Education,1970-01-01 00:00:00.000002008,64886734.97337278,0.0016368987867098777,16,106213.01775147929,610.9113209192201,1970
156,Diana and Roma ESP,35700000.0,14668574240.0,665.0,,1970-01-01 00:00:00.000002016,22058006.37593985,0.0024337743679715665,8,53684.21052631579,410.8844324929972,1970
157,Peppa Pig - Official Channel,35600000.0,26062874802.0,6638.0,Film & Animation,1970-01-01 00:00:00.000002013,3926314.37210003,0.0013659275989488368,11,5363.061163000903,732.1032247752809,1970
158,GMA  Network,35500000.0,27497575024.0,139562.0,Entertainment,1970-01-01 00:00:00.000002006,197027.66529571087,0.0012910229345320615,18,254.36723463406943,774.5795781408451,1970
159,LeoNata Family,35500000.0,37896322114.0,3359.0,People & Blogs,1970-01-01 00:00:00.000002021,11282025.041381363,0.000936766367279881,3,10568.62161357547,1067.5020313802818,1970
160,Zhong,35400000.0,16935567078.0,1747.0,Entertainment,1970-01-01 00:00:00.000002015,9694085.33371494,0.002090275444392179,9,20263.3085289067,478.40584966101693,1970
161,Lucas and Marcus,35300000.0,14434949290.0,1792.0,Entertainment,1970-01-01 00:00:00.000002011,8055217.237723215,0.0024454536895709457,13,19698.660714285714,408.922076203966,1970
162,Geet MP3,35300000.0,13760583676.0,740.0,Music,1970-01-01 00:00:00.000002016,18595383.345945947,0.0025652981611214033,8,47702.7027027027,389.8182344475921,1970
163,The Weeknd,35200000.0,27429571118.0,172.0,Music,1970-01-01 00:00:00.000002011,159474250.6860465,0.0012832865613746634,13,204651.16279069768,779.2491794886364,1970
164,Spider Slack,35100000.0,19677595208.0,1251.0,Comedy,1970-01-01 00:00:00.000002020,15729492.572342126,0.0017837545507456095,4,28057.553956834534,560.615248091168,1970
165,? Kids Roma Show,35100000.0,14132618019.0,718.0,People & Blogs,1970-01-01 00:00:00.000002015,19683312.004178274,0.0024836162664844752,9,48885.79387186629,402.63869,1970
166,Priyal Kukreja,35000000.0,21113093115.0,1080.0,People & Blogs,1970-01-01 00:00:00.000002021,19549160.291666668,0.0016577391010099754,3,32407.40740740741,603.2312318571428,1970
167,Ch3Thailand,35000000.0,22871535977.0,79599.0,Entertainment,1970-01-01 00:00:00.000002014,287334.4637118557,0.0015302863802062348,10,439.70401638211536,653.4724564857142,1970
168,Worldwide Records Bhojpuri,34900000.0,18189377681.0,7213.0,Music,1970-01-01 00:00:00.000002012,2521749.2972410927,0.0019187022564524207,12,4838.486066823791,521.1856069054442,1970
169,DisneyMusicVEVO,34900000.0,32116374240.0,2352.0,Music,1970-01-01 00:00:00.000002010,13654921.020408163,0.001086673101365629,14,14838.43537414966,920.2399495702006,1970
170,Selena Gomez,34600000.0,14136172748.0,193.0,Film & Animation,1970-01-01 00:00:00.000002008,73244418.38341969,0.002447621475543672,16,179274.61139896372,408.5599060115607,1970
171,SSSniperWolf,34500000.0,25114109543.0,3590.0,Gaming,1970-01-01 00:00:00.000002013,6995573.688857939,0.0013737297729361903,11,9610.027855153203,727.9452041449275,1970
172,Zach King,34500000.0,13497716163.0,646.0,Entertainment,1970-01-01 00:00:00.000002013,20894297.46594427,0.0025559879599907098,11,53405.572755417954,391.2381496521739,1970
173,tuzelity SHUFFLE,34400000.0,13974270574.0,1068.0,People & Blogs,1970-01-01 00:00:00.000002015,13084523.009363296,0.0024616669483989626,9,32209.737827715355,406.22879575581396,1970
174,J Balvin,34400000.0,24243577307.0,216.0,Music,1970-01-01 00:00:00.000002011,112238783.8287037,0.0014189325100164765,13,159259.25925925927,704.7551542732558,1970
175,Juan De Dios Pantoja,34400000.0,3951213994.0,391.0,Entertainment,1970-01-01 00:00:00.000002014,10105406.6342711,0.008706184998392168,10,87979.53964194373,114.86087191860464,1970
176,VEGETTA777,34100000.0,15801197359.0,7994.0,Gaming,1970-01-01 00:00:00.000002008,1976632.1439829872,0.002158064305207695,16,4265.699274455842,463.37822167155423,1970
177,Dangal TV Channel,34100000.0,23375426719.0,31764.0,Entertainment,1970-01-01 00:00:00.000002017,735909.4169185241,0.0014587968985517112,7,1073.542375015741,685.4963847214076,1970
178,Eros Now Music,34000000.0,17769870210.0,9733.0,Entertainment,1970-01-01 00:00:00.000002007,1825734.1220589746,0.0019133510598668575,17,3493.270317476626,522.6432414705882,1970
179,Desi Music Factory,33900000.0,10625905566.0,193.0,Music,1970-01-01 00:00:00.000002014,55056505.52331606,0.0031903163254594275,10,175647.66839378237,313.4485417699115,1970
180,Beast Reacts,33900000.0,6109650398.0,238.0,People & Blogs,1970-01-01 00:00:00.000002016,25670799.99159664,0.005548598985483228,8,142436.97478991596,180.22567545722714,1970
181,Masha y el Oso,33900000.0,16622803589.0,1351.0,Film & Animation,1970-01-01 00:00:00.000002016,12304073.715025907,0.002039367175247925,8,25092.524056254628,490.3481884660767,1970
182,Anaya Kandhal,33800000.0,28804490214.0,1390.0,Entertainment,1970-01-01 00:00:00.000002016,20722654.830215827,0.001173428161681959,8,24316.54676258993,852.2038524852071,1970
183,KHANDESHI MOVIES,33800000.0,11731154139.0,235.0,Comedy,1970-01-01 00:00:00.000002013,49919804.84680851,0.002881216937354232,11,143829.78723404257,347.07556624260354,1970
184,NoCopyrightSounds,33700000.0,11150376358.0,1686.0,Music,1970-01-01 00:00:00.000002011,6613509.109134045,0.003022319509047015,13,19988.137603795967,330.8717020178042,1970
185,Jason Derulo,33600000.0,24247374606.0,3223.0,Music,1970-01-01 00:00:00.000002008,7523231.339125039,0.0013857170331210084,16,10425.06981073534,721.64805375,1970
186,rezendeevil,33500000.0,13477194903.0,12181.0,Gaming,1970-01-01 00:00:00.000002012,1106411.206222806,0.002485680458070912,12,2750.1847138986946,402.30432546268656,1970
187,mujjuu___14,33500000.0,18794964268.0,1086.0,People & Blogs,1970-01-01 00:00:00.000002020,17306596.931860037,0.00178239232181125,4,30847.145488029466,561.0437094925373,1970
188,Round2hell,33400000.0,3426509357.0,68.0,Comedy,1970-01-01 00:00:00.000002016,50389843.48529412,0.009747529196664032,8,491176.4705882353,102.59010050898203,1970
189,Mr Bean,33300000.0,11231538706.0,3498.0,Shows,1970-01-01 00:00:00.000002006,3210845.827901658,0.0029648653556445304,18,9519.725557461406,337.2834446246246,1970
190,Marta and Rustam,33200000.0,27750131487.0,1105.0,Comedy,1970-01-01 00:00:00.000002021,25113241.164705884,0.0011963907275737804,3,30045.24886877828,835.8473339457831,1970
191,ISSEI / ????,33100000.0,28354232639.0,2771.0,Comedy,1970-01-01 00:00:00.000002014,10232491.028148683,0.001167374212570733,10,11945.146156622159,856.6233425679758,1970
192,Aditya Movies,33000000.0,12730992827.0,7831.0,Movies,1970-01-01 00:00:00.000002012,1625717.3830928362,0.0025920994888955803,12,4214.021197803601,385.7876614242424,1970
193,????? ?? ??????,32900000.0,19248224443.0,622.0,,1970-01-01 00:00:00.000002018,30945698.46141479,0.001709248564584602,6,52893.89067524116,585.052414680851,1970
194,Pokémon Asia Official (Hindi),32800000.0,1696679322.0,318.0,People & Blogs,1970-01-01 00:00:00.000002017,5335469.566037736,0.019331879380327592,7,103144.65408805032,51.728028109756096,1970
195,unknown boy varun,32800000.0,13270630673.0,708.0,Music,1970-01-01 00:00:00.000002016,18743828.63418079,0.0024716233017270106,8,46327.68361581921,404.5923985670732,1970
196,DONA ??,32800000.0,22345190578.0,174.0,Entertainment,1970-01-01 00:00:00.000002018,128420635.50574712,0.0014678773888951882,6,188505.7471264368,681.2558103048781,1970
197,Shemaroo Movies,32600000.0,8977349981.0,3404.0,Entertainment,1970-01-01 00:00:00.000002011,2637294.3539952994,0.003631361155463011,13,9576.968272620446,275.37883377300614,1970
198,SMTOWN,32500000.0,29563601046.0,4369.0,Music,1970-01-01 00:00:00.000002006,6766674.535591668,0.0010993248065224212,18,7438.773174639506,909.6492629538461,1970
199,Celine Dept,32400000.0,17837303631.0,792.0,Sports,1970-01-01 00:00:00.000002023,22521848.018939395,0.0018164180343766218,1,40909.09090909091,550.5340626851852,1970
200,Aditya Music,32300000.0,30007296856.0,23753.0,Music,1970-01-01 00:00:00.000002008,1263305.555340378,0.0010764048542926841,16,1359.828232223298,929.0184785139319,1970
201,Ian Lucas,32300000.0,3503851233.0,466.0,Entertainment,1970-01-01 00:00:00.000002014,7518994.06223176,0.009218427910349583,10,69313.30472103004,108.47836634674923,1970
202,Willie Salim,32100000.0,5254558575.0,945.0,People & Blogs,1970-01-01 00:00:00.000002014,5560379.444444444,0.006108981285835224,10,33968.25396825397,163.69341355140187,1970
203,Little Angel: Nursery Rhymes & Kids Songs,32000000.0,24351375493.0,1547.0,Education,1970-01-01 00:00:00.000002015,15741031.346477052,0.001314094146722786,9,20685.19715578539,760.98048415625,1970
204,infobells - Telugu,31900000.0,17311274930.0,604.0,Education,1970-01-01 00:00:00.000002014,28661051.20860927,0.00184272967352151,10,52814.56953642384,542.6731952978056,1970
205,Dream,31900000.0,3119509024.0,116.0,Gaming,1970-01-01 00:00:00.000002014,26892319.172413792,0.01022596817466363,10,275000.0,97.79025153605015,1970
206,GENIAL,31900000.0,6984361844.0,8269.0,Howto & Style,1970-01-01 00:00:00.000002017,844644.0735276333,0.004567346410811186,7,3857.782077639376,218.94551235109716,1970
207,That Little Puff,31900000.0,26705210916.0,931.0,Pets & Animals,1970-01-01 00:00:00.000002020,28684437.074113857,0.0011945234246731834,4,34264.23200859291,837.1539472100313,1970
208,Topper Guild,31800000.0,19097996802.0,998.0,Comedy,1970-01-01 00:00:00.000002014,19136269.340681363,0.0016650961003758158,10,31863.72745490982,600.5659371698114,1970
209,Luis Fonsi,31800000.0,15786019512.0,300.0,Entertainment,1970-01-01 00:00:00.000002014,52620065.04,0.0020144406875860447,10,106000.0,496.4157079245283,1970
210,Talking Tom,31800000.0,16245122588.0,655.0,Comedy,1970-01-01 00:00:00.000002010,24801713.87480916,0.0019575106206640835,14,48549.61832061069,510.85291157232706,1970
211,ImagineDragons,31700000.0,18710531355.0,143.0,Music,1970-01-01 00:00:00.000002009,130842876.60839161,0.0016942330176811806,15,221678.3216783217,590.2375821766561,1970
212,Goldmines Dishoom,31700000.0,9805453763.0,4921.0,Film & Animation,1970-01-01 00:00:00.000002016,1992573.412517781,0.0032328947508392836,8,6441.780125990652,309.3203079810726,1970
213,Sagawa /???,31700000.0,25316833225.0,8536.0,Entertainment,1970-01-01 00:00:00.000002021,2965889.553069353,0.00125213132773244,3,3713.6832239925025,798.638272082019,1970
214,Brent Rivera,31700000.0,8595224162.0,664.0,Comedy,1970-01-01 00:00:00.000002009,12944614.701807229,0.0036880946212139057,15,47740.96385542169,271.14271804416404,1970
215,infobells - Tamil,31700000.0,19800216985.0,654.0,Education,1970-01-01 00:00:00.000002014,30275561.13914373,0.0016009925559914262,10,48470.94801223242,624.6125231861199,1970
216,The Tonight Show Starring Jimmy Fallon,31600000.0,17669126576.0,10375.0,Comedy,1970-01-01 00:00:00.000002006,1703048.3446746988,0.0017884302239886789,18,3045.7831325301204,559.1495751898734,1970
217,Tilak,31500000.0,12654029779.0,10135.0,Film & Animation,1970-01-01 00:00:00.000002020,1248547.5854958065,0.002489325578502734,4,3108.0414405525407,401.7152310793651,1970
218,NichLmao,31500000.0,17169348561.0,1073.0,People & Blogs,1970-01-01 00:00:00.000002018,16001256.81360671,0.0018346648323950931,6,29356.943150046598,545.0586844761905,1970
219,???? ???? ????? | toyoraljanahtv,31500000.0,29008044977.0,3342.0,Entertainment,1970-01-01 00:00:00.000002008,8679845.893776182,0.0010859056522070285,16,9425.493716337522,920.8903167301587,1970
220,AH,31400000.0,5201341332.0,3996.0,Entertainment,1970-01-01 00:00:00.000002014,1301636.96996997,0.006036904328277605,10,7857.857857857858,165.6478131210191,1970
221,JustinBieberVEVO,31400000.0,27833664479.0,204.0,Music,1970-01-01 00:00:00.000002009,136439531.75980392,0.0011281302907021364,15,153921.568627451,886.4224356369426,1970
222,Adele,31300000.0,15596741024.0,15.0,Music,1970-01-01 00:00:00.000002008,1039782734.9333333,0.002006829500588366,16,2086666.6666666667,498.2984352715655,1970
223,Karla Bustillos,31200000.0,8036354148.0,1145.0,Entertainment,1970-01-01 00:00:00.000002019,7018649.910917031,0.0038823575249934345,5,27248.90829694323,257.5754534615385,1970
224,BeatboxJCOP,31200000.0,13982116924.0,986.0,Film & Animation,1970-01-01 00:00:00.000002011,14180645.96754564,0.002231421763212828,13,31643.002028397565,448.1447732051282,1970
225,Spinnin' Records,31200000.0,20784466117.0,12257.0,Music,1970-01-01 00:00:00.000002007,1695722.1275189687,0.0015011210691854597,17,2545.4842131027167,666.1687858012821,1970
226,MaviGadget,31000000.0,27964326089.0,5004.0,Entertainment,1970-01-01 00:00:00.000002017,5588394.502198242,0.0011085552321675332,7,6195.043964828137,902.0750351290322,1970
227,Ishaan Ali 11,30900000.0,17994765414.0,1310.0,People & Blogs,1970-01-01 00:00:00.000002016,13736462.148091603,0.00171716603629407,8,23587.786259541987,582.3548677669903,1970
228,Indosiar,30900000.0,6101606698.0,7732.0,Music,1970-01-01 00:00:00.000002013,789136.9242110709,0.005064239884574743,11,3996.3786859803413,197.4629999352751,1970
229,Boram Tube Vlog [???? ????],30700000.0,13778970272.0,233.0,Entertainment,1970-01-01 00:00:00.000002012,59137211.46781116,0.002228032965742362,12,131759.6566523605,448.8263932247557,1970
230,Goldmines Bollywood,30700000.0,10070673770.0,4762.0,Film & Animation,1970-01-01 00:00:00.000002015,2114799.195716086,0.0030484554163052787,9,6446.871062578748,328.03497622149837,1970
231,jacksepticeye,30700000.0,16787475333.0,5197.0,Gaming,1970-01-01 00:00:00.000002007,3230224.231864537,0.0018287443103282741,17,5907.254185106793,546.8233007491857,1970
232,Tsuriki Show,30600000.0,38117604163.0,4043.0,Entertainment,1970-01-01 00:00:00.000002019,9428049.508533267,0.0008027786811874921,5,7568.63715063072,1245.6733386601306,1970
233,Daniel LaBelle,30600000.0,17191293740.0,336.0,Comedy,1970-01-01 00:00:00.000002009,51164564.702380955,0.0017799707493102261,15,91071.42857142857,561.8069849673203,1970
234,Crazy XYZ,30600000.0,8992174741.0,1361.0,Entertainment,1970-01-01 00:00:00.000002017,6607035.0778839085,0.0034029587815368723,7,22483.4680382072,293.8619196405229,1970
235,Ultra Records,30600000.0,17647496152.0,5074.0,Music,1970-01-01 00:00:00.000002006,3478024.46826961,0.0017339570291693808,18,6030.744974379188,576.7155605228758,1970
236,Michael Jackson,30400000.0,16028438175.0,17.0,Music,1970-01-01 00:00:00.000002005,942849304.4117647,0.0018966289583607543,19,1788235.294117647,527.251255756579,1970
237,Azhan5star,30400000.0,12498960147.0,896.0,Entertainment,1970-01-01 00:00:00.000002021,13949732.306919644,0.002432202330631209,3,33928.57142857143,411.1500048355263,1970
238,ashish chanchlani vines,30400000.0,4768683812.0,157.0,Comedy,1970-01-01 00:00:00.000002009,30373782.242038216,0.0063749246539476796,15,193630.57324840763,156.86459907894738,1970
239,D Billions,30400000.0,39040881963.0,1067.0,Entertainment,1970-01-01 00:00:00.000002019,36589392.65510778,0.0007786709334284719,5,28491.096532333646,1284.239538256579,1970
240,Trap Nation,30300000.0,14463541539.0,2885.0,Music,1970-01-01 00:00:00.000002012,5013359.285615251,0.002094922596813375,12,10502.59965337955,477.3446052475247,1970
241,Chotanawab,30300000.0,13926862038.0,2074.0,Entertainment,1970-01-01 00:00:00.000002021,6714976.87463838,0.0021756516232676994,3,14609.450337512055,459.6324104950495,1970
242,Nick Jr.,30200000.0,24070878821.0,5496.0,Film & Animation,1970-01-01 00:00:00.000002012,4379708.664665211,0.0012546280600961195,12,5494.90538573508,797.0489675827814,1970
243,Shawn Mendes,30200000.0,13709417105.0,133.0,Music,1970-01-01 00:00:00.000002011,103078324.09774436,0.0022028653566157582,13,227067.66917293234,453.95420877483446,1970
244,Drake,30000000.0,17891064240.0,64.0,Music,1970-01-01 00:00:00.000002009,279547878.75,0.001676814727037166,15,468750.0,596.368808,1970
245,The Lallantop,30000000.0,12598490747.0,56155.0,News & Politics,1970-01-01 00:00:00.000002015,224352.07456148163,0.0023812376103180227,9,534.2355978986733,419.9496915666667,1970
246,Maluma,30000000.0,23147809760.0,46.0,Music,1970-01-01 00:00:00.000002018,503213255.65217394,0.001296018945681883,6,652173.9130434783,771.5936586666667,1970
247,Kids TV - Nursery Rhymes And Baby Songs,29800000.0,14713485059.0,4089.0,Shows,1970-01-01 00:00:00.000002013,3598308.8919051113,0.0020253529249191593,11,7287.845438982637,493.7411093624161,1970
248,Yoeslan,29600000.0,26500754560.0,1004.0,Entertainment,1970-01-01 00:00:00.000002020,26395173.864541832,0.0011169493281024524,4,29482.071713147412,895.2957621621622,1970
249,Mr DegrEE,29600000.0,25890616366.0,1693.0,Science & Technology,1970-01-01 00:00:00.000002017,15292744.457176609,0.0011432713528933681,7,17483.75664500886,874.6829853378379,1970
250,Bounce Patrol - Kids Songs,29500000.0,22680411003.0,377.0,Music,1970-01-01 00:00:00.000002013,60160241.3872679,0.0013006818966419063,11,78249.33687002653,768.8274916271187,1970
251,JYP Entertainment,29200000.0,22630855201.0,2101.0,Music,1970-01-01 00:00:00.000002008,10771468.44407425,0.001290273820439173,16,13898.143741075679,775.0292877054794,1970
252,toycantando,29200000.0,17703924735.0,802.0,Music,1970-01-01 00:00:00.000002009,22074719.12094763,0.0016493517927283483,15,36408.97755610973,606.2987922945206,1970
253,Popular on YouTube,29100000.0,0.0,0.0,,1970-01-01 00:00:00.000002013,0.0,29100000.0,11,29100000.0,0.0,1970
254,AuronPlay,29100000.0,4132445357.0,402.0,Comedy,1970-01-01 00:00:00.000002006,10279714.81840796,0.00704183539915589,18,72388.05970149254,142.0084315120275,1970
255,Ami Rodriguez,29000000.0,4787077534.0,626.0,Entertainment,1970-01-01 00:00:00.000002009,7647088.712460064,0.0060579758305623465,15,46325.8785942492,165.07163910344826,1970
256,DanTDM,28800000.0,19853632337.0,3712.0,Gaming,1970-01-01 00:00:00.000002012,5348500.090786638,0.0014506161648983095,12,7758.620689655172,689.3622339236111,1970
257,YOLO,28600000.0,2158655393.0,292.0,Comedy,1970-01-01 00:00:00.000002015,7392655.455479452,0.01324898827888088,9,97945.20547945205,75.4774612937063,1970
258,Sandeep Maheshwari,28500000.0,2438433881.0,636.0,People & Blogs,1970-01-01 00:00:00.000002012,3834015.536163522,0.011687829726312764,12,44811.32075471698,85.55908354385964,1970
259,Wiz Khalifa,28400000.0,14271688736.0,747.0,Music,1970-01-01 00:00:00.000002008,19105339.673360106,0.001989953713631777,16,38018.74163319946,502.5242512676056,1970
260,Zach Choi ASMR,28400000.0,9521422956.0,1345.0,People & Blogs,1970-01-01 00:00:00.000002014,7079124.874349442,0.0029827474455489363,10,21115.241635687733,335.26137169014083,1970
261,dednahype,28400000.0,28512901552.0,3130.0,Comedy,1970-01-01 00:00:00.000002020,9109553.211501598,0.000996040334520354,4,9073.482428115016,1003.9754067605634,1970
262,Netflix,28400000.0,8545522203.0,7353.0,Entertainment,1970-01-01 00:00:00.000002012,1162181.7221542227,0.003323377942898547,12,3862.3691010471916,300.8986691197183,1970
263,Renato Garcia YT,28400000.0,8752544696.0,4403.0,Entertainment,1970-01-01 00:00:00.000002011,1987859.344992051,0.0032447706337311345,13,6450.147626618214,308.1881935211268,1970
264,The Late Late Show with James Corden,28400000.0,10137027249.0,5788.0,Entertainment,1970-01-01 00:00:00.000002006,1751386.8778507255,0.0028016103047174517,18,4906.703524533517,356.93757919014087,1970
265,ABPLIVE,28300000.0,9543716380.0,224133.0,People & Blogs,1970-01-01 00:00:00.000002017,42580.59446846292,0.002965301867028031,7,126.26431627649654,337.23379434628976,1970
266,America's Got Talent,28200000.0,4714079417.0,2102.0,Entertainment,1970-01-01 00:00:00.000002006,2242663.8520456706,0.005982079957818411,18,13415.794481446243,167.16593677304965,1970
267,Ben Azelart,28200000.0,6686579352.0,344.0,Film & Animation,1970-01-01 00:00:00.000002014,19437730.674418606,0.0042174030270896576,10,81976.74418604652,237.11274297872342,1970
268,Raffy Tulfo in Action,28000000.0,16344408397.0,11280.0,News & Politics,1970-01-01 00:00:00.000002016,1448972.3756205675,0.001713124104579972,8,2482.2695035460993,583.7288713214285,1970
269,Diana and Roma ARA,27900000.0,12658463010.0,676.0,,1970-01-01 00:00:00.000002019,18725536.99704142,0.0022040590534537574,5,41272.18934911243,453.70835161290324,1970
270,WB Kids,27800000.0,12673833724.0,2274.0,People & Blogs,1970-01-01 00:00:00.000002015,5573365.753737907,0.0021934957176656107,9,12225.153913808268,455.89329942446045,1970
271,Alan Becker,27800000.0,6965178285.0,201.0,Film & Animation,1970-01-01 00:00:00.000002006,34652628.28358209,0.003991283332957786,18,138308.45771144278,250.54598147482014,1970
272,Danny Fitt,27700000.0,12987249457.0,2711.0,People & Blogs,1970-01-01 00:00:00.000002016,4790575.233124308,0.0021328611644608067,8,10217.631870158613,468.8537710108303,1970
273,Sun TV,27500000.0,29187582080.0,92380.0,People & Blogs,1970-01-01 00:00:00.000002016,315951.31067330594,0.0009421815046078664,8,297.6834812730028,1061.3666210909091,1970
274,ZHC,27400000.0,3287424015.0,319.0,Film & Animation,1970-01-01 00:00:00.000002013,10305404.435736677,0.008334793405103236,11,85893.41692789969,119.97897864963504,1970
275,enchufetv,27400000.0,10707074174.0,2085.0,Comedy,1970-01-01 00:00:00.000002011,5135287.373621103,0.0025590557751561534,13,13141.486810551558,390.7691304379562,1970
276,Diana and Roma HIN,27300000.0,12543917423.0,665.0,,1970-01-01 00:00:00.000002019,18863033.71879699,0.002176353612623746,5,41052.63157894737,459.4841546886447,1970
277,Neetu Bisht,27300000.0,19683025360.0,2298.0,Entertainment,1970-01-01 00:00:00.000002011,8565285.187119234,0.0013869819044931618,13,11879.895561357702,720.9899399267399,1970
278,ToyPuddingTV,27200000.0,16218069188.0,2415.0,Entertainment,1970-01-01 00:00:00.000002014,6715556.5995859215,0.0016771416920656438,10,11262.939958592133,596.2525436764706,1970
279,Pen Movies,27200000.0,7983228056.0,1756.0,Film & Animation,1970-01-01 00:00:00.000002014,4546257.435079726,0.003407143051557589,10,15489.749430523918,293.50103147058826,1970
280,shfa show India,27100000.0,18107468453.0,558.0,,1970-01-01 00:00:00.000002019,32450660.310035843,0.0014966200311402524,5,48566.308243727595,668.1722676383764,1970
281,Sourav Joshi Vlogs,27100000.0,12922162182.0,1724.0,People & Blogs,1970-01-01 00:00:00.000002019,7495453.701856148,0.0020971722547910056,5,15719.257540603248,476.83255284132844,1970
282,Post Malone,27100000.0,16471351020.0,113.0,Music,1970-01-01 00:00:00.000002011,145764168.31858408,0.0016452809467234584,13,239823.00884955752,607.7989306273063,1970
283,Beyoncé,27100000.0,18949611452.0,254.0,Music,1970-01-01 00:00:00.000002005,74604769.496063,0.0014301084784057556,19,106692.91338582677,699.2476550553506,1970
284,Dan Rhodes,27000000.0,18832044194.0,1664.0,Entertainment,1970-01-01 00:00:00.000002015,11317334.251201924,0.0014337264569824215,9,16225.961538461539,697.4831182962963,1970
285,Sujal Thakral,26900000.0,5424622341.0,616.0,Comedy,1970-01-01 00:00:00.000002014,8806205.099025974,0.0049588705552248875,10,43668.831168831166,201.65882308550187,1970
286,Nicki Minaj,26900000.0,11255152765.0,72.0,Music,1970-01-01 00:00:00.000002013,156321566.18055555,0.002390016427289248,11,373611.1111111111,418.4071659851301,1970
287,WORLDSTARHIPHOP,26900000.0,21082436768.0,7121.0,Music,1970-01-01 00:00:00.000002008,2960600.585311052,0.00127594358735752,16,3777.559331554557,783.7337088475837,1970
288,Filmy Suraj Actor,26800000.0,12703097229.0,317.0,Entertainment,1970-01-01 00:00:00.000002023,40072861.92113565,0.002109721709349596,1,84542.58675078864,473.99616526119405,1970
289,Vania Mania Kids,26700000.0,12955387897.0,1240.0,People & Blogs,1970-01-01 00:00:00.000002015,10447893.46532258,0.002060918608711265,9,21532.25806451613,485.22052048689136,1970
290,Bobby chourasiya,26700000.0,13654860134.0,540.0,People & Blogs,1970-01-01 00:00:00.000002019,25286778.025925927,0.001955347747101281,5,49444.444444444445,511.41798254681646,1970
291,Anuel AA,26700000.0,17372718538.0,155.0,Music,1970-01-01 00:00:00.000002016,112082055.08387096,0.0015368924524735773,8,172258.06451612903,650.6636156554307,1970
292,Chris Brown,26700000.0,17376032740.0,56.0,Music,1970-01-01 00:00:00.000002006,310286298.9285714,0.0015365993146718715,18,476785.71428571426,650.787743071161,1970
293,Bayashi TV,26600000.0,15640592250.0,1328.0,Entertainment,1970-01-01 00:00:00.000002021,11777554.405120483,0.001700702861811387,3,20030.12048192771,587.9921898496241,1970
294,Preston,26600000.0,10008222274.0,4121.0,Gaming,1970-01-01 00:00:00.000002012,2428590.699830138,0.0026578146719525987,12,6454.74399417617,376.2489576691729,1970
295,Smosh,26600000.0,10813309677.0,1861.0,Comedy,1970-01-01 00:00:00.000002005,5810483.437399248,0.0024599313988554698,19,14293.39065018807,406.51540139097744,1970
296,_vector_,26600000.0,18636712467.0,545.0,Comedy,1970-01-01 00:00:00.000002019,34195802.69174312,0.0014272903575188265,5,48807.33944954129,700.6282882330827,1970
297,David Guetta,26600000.0,19489890616.0,859.0,Music,1970-01-01 00:00:00.000002009,22689046.118742723,0.0013648101225444045,15,30966.239813736902,732.7026547368421,1970
298,Rafa & Luiz,26500000.0,9489593240.0,3546.0,Entertainment,1970-01-01 00:00:00.000002015,2676140.225606317,0.002792532759813001,9,7473.209249858996,358.09785811320756,1970
299,Goldmines Movies,26500000.0,6574407444.0,5795.0,Film & Animation,1970-01-01 00:00:00.000002013,1134496.5390854185,0.004030781515402531,11,4572.907679033649,248.09084694339623,1970
300,Like Nastya AE,26500000.0,13440304618.0,753.0,Entertainment,1970-01-01 00:00:00.000002018,17849010.11686587,0.0019716815022562608,6,35192.5630810093,507.18130633962267,1970
301,Kidibli (Kinder Spielzeug Kanal),26500000.0,13635954525.0,1195.0,Entertainment,1970-01-01 00:00:00.000002015,11410840.60669456,0.0019433916379975606,9,22175.732217573222,514.5643216981132,1970
302,Marília Mendonça,26500000.0,19717328070.0,200.0,Music,1970-01-01 00:00:00.000002013,98586640.35,0.0013439954899528129,11,132500.0,744.0501158490566,1970
